contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days,supplier_name,kra_pin,incorporation_date,location,company_size,credit_score,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
C-3559,3559,745,41069994.65019746,2025-04-04,48,34.36,Poor,Terminated,937,Chavez Letter Ventures,P185260383M,2022-09-10,East Nicoleview,Small,835,ICT Equipment & Software,41408724,2025-04-04,Supply and delivery of ict equipment & software items,Ministry of Success
C-3560,3560,511,2029275.8566447357,2021-10-05,40,20.0,Good,Completed,2036,Fisher Blood Enterprise,P811335671H,2016-03-09,Cindyberg,Medium,311,Medical Supplies & Pharmaceuticals,1936082,2021-10-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Over
C-3561,3561,789,2408439.339599773,2025-10-27,0,0.0,Good,Completed,2396,Hudson White Ventures,P829670847T,2019-04-06,Robbinsstad,Medium,722,Consultancy Services,2337699,2025-10-27,Supply and delivery of consultancy services items,Ministry of Game
C-3562,3562,770,4681364.831062899,2025-12-29,3,3.53,Good,Completed,2398,Small Board Group,P658966058X,2019-06-06,Andrewport,Small,713,Motor Vehicles & Spare Parts,4558434,2025-12-29,Supply and delivery of motor vehicles & spare parts items,Ministry of Level
C-3563,3563,247,33390294.57153688,2024-12-15,53,31.07,Poor,Completed,2070,Travis Hair Limited,P528118701I,2019-04-16,Zacharyville,Small,572,ICT Equipment & Software,32645070,2024-12-15,Supply and delivery of ict equipment & software items,Ministry of Else
C-3564,3564,341,43413418.3789693,2023-04-15,50,22.69,Poor,Completed,954,Taylor According Ltd,P524871030V,2020-09-03,Brockmouth,Small,742,ICT Equipment & Software,41449943,2023-04-15,Supply and delivery of ict equipment & software items,Ministry of Region
C-3565,3565,150,4740641.045727454,2025-12-14,10,0.0,Good,Completed,366,Pena These Group,P625432379N,2024-12-13,Crosbyview,Medium,572,Motor Vehicles & Spare Parts,4687281,2025-12-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Agree
C-3566,3566,73,387068957.2931593,2022-12-19,106,43.86,Poor,Completed,1120,Smith He Group,P420632895W,2019-11-25,Castanedachester,Medium,308,Construction & Civil Works,370512994,2022-12-19,Supply and delivery of construction & civil works items,Ministry of These
C-3567,3567,1,8986988.12751784,2024-03-02,31,21.3,Good,Completed,613,Johnson Face Ventures,P362950628O,2022-06-28,Lake Curtis,Large,406,Consultancy Services,8572761,2024-03-02,Supply and delivery of consultancy services items,Ministry of Discuss
C-3568,3568,515,5217593.889267048,2021-06-21,3,2.75,Good,Completed,1917,Davis Bring Enterprise,P996823706K,2016-03-22,Hernandezland,Small,848,Motor Vehicles & Spare Parts,5078234,2021-06-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Draw
C-3569,3569,834,9467875.572353939,2022-08-22,59,20.0,Good,Completed,-296,Taylor Data Ventures,P127235036U,2023-06-14,South Paul,Medium,365,Medical Supplies & Pharmaceuticals,9614626,2022-08-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Task
C-3570,3570,97,6286804.581042703,2021-04-18,17,3.51,Good,Completed,817,Ward Five Enterprise,P115191689T,2019-01-22,West Brandon,Small,622,Office Stationery & Supplies,6266994,2021-04-18,Supply and delivery of office stationery & supplies items,Ministry of Actually
C-3571,3571,494,7025508.585185866,2021-10-12,0,0.0,Good,Completed,1415,Davis Career Enterprise,P895555607Q,2017-11-27,Lake Rachel,Small,700,Consultancy Services,6703352,2021-10-12,Supply and delivery of consultancy services items,Ministry of Against
C-3572,3572,321,160649569.30394018,2025-02-21,11,6.87,Good,Completed,1389,Allen President Ltd,P665277813Q,2021-05-04,Josephfurt,Medium,685,Construction & Civil Works,156073891,2025-02-21,Supply and delivery of construction & civil works items,Ministry of Meeting
C-3573,3573,651,7549700.037437019,2025-01-09,3,0.0,Good,Completed,2882,Montgomery Become Agencies,P803121225Y,2017-02-18,Jeromeport,Medium,735,Consultancy Services,7252604,2025-01-09,Supply and delivery of consultancy services items,Ministry of Join
C-3574,3574,706,43037460.945548974,2023-05-03,47,21.64,Good,Completed,862,Pearson Deal Limited,P702549133N,2020-12-22,East Charles,Medium,459,ICT Equipment & Software,42190969,2023-05-03,Supply and delivery of ict equipment & software items,Ministry of Out
C-3575,3575,689,6677649.698474225,2021-02-25,27,1.59,Good,Completed,331,Garcia Pull Enterprise,P719080517W,2020-03-31,Parkchester,Small,748,Medical Supplies & Pharmaceuticals,6487952,2021-02-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Cultural
C-3576,3576,299,1117709.969454345,2025-01-31,13,1.54,Good,Completed,3161,Harper Score Agencies,P152265802P,2016-06-06,South Scottside,Small,527,Cleaning & Sanitary Services,1068410,2025-01-31,Supply and delivery of cleaning & sanitary services items,Ministry of Partner
C-3577,3577,667,389432785.714176,2022-05-25,95,43.52,Poor,Completed,1388,James Actually Ventures,P230955221X,2018-08-06,South Kelsey,Medium,362,Construction & Civil Works,390089429,2022-05-25,Supply and delivery of construction & civil works items,Ministry of Parent
C-3578,3578,402,9534622.86492415,2025-04-30,35,20.65,Good,Completed,2239,Kim Throughout Group,P356234948D,2019-03-14,North Sandy,Small,470,Office Stationery & Supplies,9183542,2025-04-30,Supply and delivery of office stationery & supplies items,Ministry of Impact
C-3579,3579,928,6838226.774767496,2024-06-24,12,5.33,Good,Completed,2331,Anthony International Enterprise,P231814874O,2018-02-05,Hardyview,Small,544,Medical Supplies & Pharmaceuticals,6726532,2024-06-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Seat
C-3580,3580,398,5614790.6284307465,2024-10-11,7,0.0,Good,Completed,1634,Payne Consider Enterprise,P918970742E,2020-04-21,North Brendatown,Large,522,Office Stationery & Supplies,5486452,2024-10-11,Supply and delivery of office stationery & supplies items,Ministry of Himself
C-3581,3581,784,24079170.721982937,2024-10-26,37,21.68,Poor,Completed,1197,Young Recognize Enterprise,P818983106E,2021-07-17,Wilsonmouth,Small,683,ICT Equipment & Software,24229273,2024-10-26,Supply and delivery of ict equipment & software items,Ministry of Everyone
C-3582,3582,116,5486626.742709193,2022-08-03,24,3.64,Good,Completed,478,Dean Moment Enterprise,P771527524C,2021-04-12,East Josephberg,Small,645,Office Stationery & Supplies,5234629,2022-08-03,Supply and delivery of office stationery & supplies items,Ministry of His
C-3583,3583,789,1110488.1520913597,2025-05-26,0,0.0,Good,Completed,2242,Hudson White Ventures,P829670847T,2019-04-06,Robbinsstad,Medium,722,Office Stationery & Supplies,1130120,2025-05-26,Supply and delivery of office stationery & supplies items,Ministry of Write
C-3584,3584,417,7509673.552732831,2021-05-29,3,0.0,Good,Completed,1561,Moreno Economy Ltd,P550773824F,2017-02-18,East Jenniferland,Large,698,Consultancy Services,7228822,2021-05-29,Supply and delivery of consultancy services items,Ministry of Now
C-3585,3585,148,853848.3110050184,2022-02-21,46,21.9,Good,Completed,-163,Wilson Answer Limited,P139956218T,2022-08-03,Wilsonbury,Small,395,Medical Supplies & Pharmaceuticals,849045,2022-02-21,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Room
C-3586,3586,719,990189.4313057564,2020-10-21,34,0.0,Good,Completed,-563,Young More Limited,P396222040Z,2022-05-07,Lake Jonathanfurt,Small,762,Office Stationery & Supplies,972109,2020-10-21,Supply and delivery of office stationery & supplies items,Ministry of Trade
C-3587,3587,53,410605789.2593909,2024-12-17,15,0.52,Good,Completed,2221,Jones Spring Limited,P399708182W,2018-11-18,Frazierside,Large,809,Construction & Civil Works,415389269,2024-12-17,Supply and delivery of construction & civil works items,Ministry of Scientist
C-3588,3588,22,6992909.798014994,2021-06-24,37,1.15,Good,Completed,-106,Miller Sign Agencies,P621828280E,2021-10-08,East Donna,Large,570,Cleaning & Sanitary Services,6905360,2021-06-24,Supply and delivery of cleaning & sanitary services items,Ministry of Nothing
C-3589,3589,355,183781718.7150838,2023-06-22,272,55.45,Poor,Terminated,791,Bailey Bill Ventures,P570477095U,2021-04-22,Floresport,Small,805,Construction & Civil Works,177333946,2023-06-22,Supply and delivery of construction & civil works items,Ministry of Big
C-3590,3590,912,3335620.0186287416,2025-11-19,58,20.0,Good,Completed,591,Preston Picture Enterprise,P661697010W,2024-04-07,Geraldport,Medium,340,Cleaning & Sanitary Services,3201004,2025-11-19,Supply and delivery of cleaning & sanitary services items,Ministry of Still
C-3591,3591,531,2992676.187530965,2025-11-29,12,0.0,Good,Completed,3585,Davis Pm Group,P764717221O,2016-02-05,Pamelaside,Medium,617,Cleaning & Sanitary Services,3032208,2025-11-29,Supply and delivery of cleaning & sanitary services items,Ministry of Section
C-3592,3592,76,4360831.132464143,2022-11-08,16,0.0,Good,Completed,-891,Hooper None Ltd,P128955006Z,2025-04-17,North Dawnberg,Medium,719,Medical Supplies & Pharmaceuticals,4287442,2022-11-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Former
C-3593,3593,596,9325469.926341131,2020-08-17,22,0.61,Good,Completed,-976,Olson Measure Ventures,P614345062N,2023-04-20,Lake Martha,Small,661,Cleaning & Sanitary Services,9169984,2020-08-17,Supply and delivery of cleaning & sanitary services items,Ministry of The
C-3594,3594,147,309135733.29222816,2023-08-16,35,1.02,Good,Completed,-481,Hoffman Whole Enterprise,P755070775O,2024-12-09,Lake Madisonport,Large,847,Construction & Civil Works,296646236,2023-08-16,Supply and delivery of construction & civil works items,Ministry of Service
C-3595,3595,90,2306268.632658651,2022-02-02,3,0.83,Good,Completed,893,Green Far Enterprise,P740116562S,2019-08-24,Angelahaven,Medium,811,Consultancy Services,2310846,2022-02-02,Supply and delivery of consultancy services items,Ministry of Science
C-3596,3596,850,354464555.57278275,2023-11-14,99,30.1,Poor,Completed,-71,Jennings Which Agencies,P609396906F,2024-01-24,East Elizabeth,Medium,674,Construction & Civil Works,359630767,2023-11-14,Supply and delivery of construction & civil works items,Ministry of Once
C-3597,3597,348,4779898.916403081,2024-12-03,31,21.19,Good,Completed,1584,Harper Pass Limited,P530361198I,2020-08-02,Stephensstad,Small,450,Cleaning & Sanitary Services,4710764,2024-12-03,Supply and delivery of cleaning & sanitary services items,Ministry of Door
C-3598,3598,800,4695087.905575203,2022-10-16,37,1.69,Good,Completed,-1068,Miller Show Group,P885220076H,2025-09-18,Stevenland,Medium,680,Medical Supplies & Pharmaceuticals,4595433,2022-10-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Paper
C-3599,3599,927,40810956.256449915,2025-01-07,70,29.91,Poor,Completed,721,Madden Site Enterprise,P281165175E,2023-01-17,Theresamouth,Small,561,Construction & Civil Works,39394700,2025-01-07,Supply and delivery of construction & civil works items,Ministry of Magazine
C-3600,3600,203,6064567.247737518,2023-09-17,0,0.0,Good,Completed,698,Alexander Specific Ventures,P402550088X,2021-10-19,Shawchester,Medium,736,Office Stationery & Supplies,5870938,2023-09-17,Supply and delivery of office stationery & supplies items,Ministry of Modern
C-3601,3601,125,33611599.52084512,2023-07-19,64,19.09,Poor,Completed,2562,Garner Season Group,P971243675Y,2016-07-13,Mcneilberg,Small,584,ICT Equipment & Software,32011091,2023-07-19,Supply and delivery of ict equipment & software items,Ministry of Attention
C-3602,3602,948,30593721.847372994,2025-09-19,15,0.0,Good,Completed,3179,Richard Beyond Enterprise,P735509839V,2017-01-05,Carloshaven,Large,566,ICT Equipment & Software,29396688,2025-09-19,Supply and delivery of ict equipment & software items,Ministry of Congress
C-3603,3603,4,1102368.3237817292,2020-02-18,51,20.0,Good,Completed,458,Booth Song Group,P965241839K,2018-11-17,Petersonberg,Medium,430,Medical Supplies & Pharmaceuticals,1083638,2020-02-18,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of List
C-3604,3604,30,5836876.620624256,2023-05-09,2,0.99,Good,Completed,1742,Lee List Enterprise,P250519597B,2018-08-01,West Steven,Small,691,Consultancy Services,5696127,2023-05-09,Supply and delivery of consultancy services items,Ministry of Art
C-3605,3605,663,3034536.626721595,2025-05-16,53,21.19,Good,Completed,3207,Nichols Cultural Group,P209815321S,2016-08-04,Davidmouth,Small,489,Consultancy Services,2891671,2025-05-16,Supply and delivery of consultancy services items,Ministry of Me
C-3606,3606,392,3622953.7340889005,2025-03-15,41,0.84,Good,Completed,-34,Jensen Level Ltd,P333264702F,2025-04-18,East Karenshire,Large,567,Consultancy Services,3531543,2025-03-15,Supply and delivery of consultancy services items,Ministry of Choose
C-3607,3607,865,4315252.706021509,2020-05-19,67,20.87,Good,Completed,-800,Davis Media Ventures,P818371516T,2022-07-28,Lake Stephen,Large,473,Office Stationery & Supplies,4178140,2020-05-19,Supply and delivery of office stationery & supplies items,Ministry of Health
C-3608,3608,375,8866324.914376343,2020-05-23,43,1.71,Good,Completed,-611,Jackson Score Ventures,P414214115S,2022-01-24,Stephaniehaven,Medium,526,Medical Supplies & Pharmaceuticals,8585356,2020-05-23,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Serve
C-3609,3609,358,9807945.958731892,2021-08-27,40,4.99,Good,Completed,-270,Lopez Really Ltd,P564000836Z,2022-05-24,Lake Christinaborough,Small,508,Consultancy Services,9937206,2021-08-27,Supply and delivery of consultancy services items,Ministry of Entire
C-3610,3610,410,9829968.684318395,2025-09-06,4,4.16,Good,Completed,2681,Wright Whole Agencies,P873403266U,2018-05-05,Margaretshire,Small,776,Cleaning & Sanitary Services,9447003,2025-09-06,Supply and delivery of cleaning & sanitary services items,Ministry of Should
C-3611,3611,408,41512211.93815699,2020-03-01,68,21.85,Good,Completed,-976,Wilson Sit Enterprise,P646346564A,2022-11-02,Port Michellebury,Medium,440,ICT Equipment & Software,41740159,2020-03-01,Supply and delivery of ict equipment & software items,Ministry of Piece
C-3612,3612,209,9938722.400536314,2022-12-11,23,20.0,Good,Completed,2362,Lowery Marriage Ventures,P847401602I,2016-06-23,Westtown,Small,453,Consultancy Services,9816486,2022-12-11,Supply and delivery of consultancy services items,Ministry of Sea
C-3613,3613,778,435437083.29083323,2024-08-01,108,33.64,Poor,Completed,1382,Meza Charge Agencies,P762436526Q,2020-10-19,Philipmouth,Medium,502,Construction & Civil Works,435861252,2024-08-01,Supply and delivery of construction & civil works items,Ministry of Cell
C-3614,3614,339,378619461.06864494,2025-11-30,418,172.61,Poor,Terminated,3079,Turner Mind Ltd,P256696327E,2017-06-26,South Joshua,Small,775,Construction & Civil Works,382313243,2025-11-30,Supply and delivery of construction & civil works items,Ministry of Dinner
C-3615,3615,831,3605148.5407564905,2023-12-21,20,0.27,Good,Completed,1413,Chen Radio Ltd,P197352922X,2020-02-07,Christophermouth,Medium,637,Consultancy Services,3469415,2023-12-21,Supply and delivery of consultancy services items,Ministry of Force
C-3616,3616,680,3787600.1543798093,2023-03-25,52,4.06,Good,Completed,342,Diaz Pressure Ventures,P356395115U,2022-04-17,Lake Tammyfurt,Small,526,Motor Vehicles & Spare Parts,3803713,2023-03-25,Supply and delivery of motor vehicles & spare parts items,Ministry of Represent
C-3617,3617,253,486716.352303969,2021-10-29,0,2.47,Good,Completed,519,Khan Short Ventures,P492750748W,2020-05-28,Diazfurt,Small,724,Consultancy Services,481856,2021-10-29,Supply and delivery of consultancy services items,Ministry of Early
C-3618,3618,829,26157513.406900004,2023-06-02,71,20.0,Good,Completed,-409,Norman Stock Ventures,P175268966I,2024-07-15,North Patrick,Medium,489,Construction & Civil Works,25542660,2023-06-02,Supply and delivery of construction & civil works items,Ministry of Type
C-3619,3619,862,9455924.982187646,2023-01-17,62,26.05,Good,Completed,-799,Villanueva Key Group,P147485372C,2025-03-26,Quinnhaven,Small,334,Cleaning & Sanitary Services,9251969,2023-01-17,Supply and delivery of cleaning & sanitary services items,Ministry of Investment
C-3620,3620,981,38754740.89256478,2020-11-12,29,1.15,Good,Completed,-1386,Greene Than Limited,P403833764U,2024-08-29,South Henry,Medium,657,ICT Equipment & Software,38633529,2020-11-12,Supply and delivery of ict equipment & software items,Ministry of Notice
C-3621,3621,802,184061333.3198431,2025-11-17,270,138.83,Poor,Terminated,2432,Brown Gun Ltd,P674487589X,2019-03-22,South Shawnfort,Small,553,Construction & Civil Works,176789059,2025-11-17,Supply and delivery of construction & civil works items,Ministry of Peace
C-3622,3622,995,4065378.3464888,2021-11-19,16,2.47,Good,Completed,1118,Macdonald Pay Agencies,P328058634L,2018-10-28,New Katieburgh,Small,559,Motor Vehicles & Spare Parts,4055199,2021-11-19,Supply and delivery of motor vehicles & spare parts items,Ministry of According
C-3623,3623,213,39176075.17560774,2025-10-28,4,0.0,Good,Completed,1308,Allen Keep Agencies,P301126777Q,2022-03-30,New Theresaland,Medium,700,ICT Equipment & Software,37323328,2025-10-28,Supply and delivery of ict equipment & software items,Ministry of Argue
C-3624,3624,623,7731896.841531073,2024-04-09,16,2.59,Good,Completed,53,Frye Under Agencies,P677569362Y,2024-02-16,Heatherfurt,Small,847,Medical Supplies & Pharmaceuticals,7456943,2024-04-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Help
C-3625,3625,215,7175514.3653534865,2023-07-11,12,0.71,Good,Completed,391,Zavala Environment Enterprise,P902425085B,2022-06-15,Kristinastad,Large,605,Consultancy Services,7236940,2023-07-11,Supply and delivery of consultancy services items,Ministry of Stage
C-3626,3626,189,2962764.4149453337,2025-11-11,41,22.49,Good,Completed,1881,Johnson Home Limited,P993027458S,2020-09-17,Lake Michelleland,Small,389,Motor Vehicles & Spare Parts,2954135,2025-11-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Positive
C-3627,3627,382,582173.2746048108,2020-05-19,37,3.49,Good,Completed,-1971,Summers Miss Ltd,P388339233U,2025-10-11,Matthewshire,Small,516,Motor Vehicles & Spare Parts,576377,2020-05-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Job
C-3628,3628,119,221655.3143352373,2024-05-19,30,20.0,Good,Completed,1341,Wilson There Limited,P265325235F,2020-09-16,Williamview,Small,395,Motor Vehicles & Spare Parts,221937,2024-05-19,Supply and delivery of motor vehicles & spare parts items,Ministry of Significant
C-3629,3629,61,7795884.128326928,2021-03-02,38,20.61,Good,Completed,-616,Dixon Student Group,P954725078V,2022-11-08,Lake Christopher,Medium,497,Cleaning & Sanitary Services,7752126,2021-03-02,Supply and delivery of cleaning & sanitary services items,Ministry of Plant
C-3630,3630,32,4033298.832520854,2024-08-22,65,20.0,Good,Completed,-418,House Time Group,P353810544K,2025-10-14,Tuckerborough,Large,340,Medical Supplies & Pharmaceuticals,4093611,2024-08-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Country
C-3631,3631,657,161952421.09264776,2025-01-05,226,124.92,Poor,Completed,1303,Watts Million Limited,P911182636E,2021-06-12,Albertchester,Small,746,Construction & Civil Works,163809833,2025-01-05,Supply and delivery of construction & civil works items,Ministry of All
C-3632,3632,582,247755329.01007208,2023-11-23,43,27.26,Poor,Completed,1070,Rodriguez Race Agencies,P751361501F,2020-12-18,Micheleberg,Medium,663,Construction & Civil Works,247158210,2023-11-23,Supply and delivery of construction & civil works items,Ministry of Miss
C-3633,3633,878,9708879.450960504,2024-05-15,42,22.72,Good,Completed,-381,Wells Kitchen Agencies,P576591102V,2025-05-31,West Jaimetown,Small,435,Medical Supplies & Pharmaceuticals,9528082,2024-05-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Glass
C-3634,3634,226,26059607.27084294,2020-07-14,36,25.01,Poor,Completed,1347,Walsh Himself Enterprise,P650921917Z,2016-11-05,North Douglas,Small,819,ICT Equipment & Software,25450408,2020-07-14,Supply and delivery of ict equipment & software items,Ministry of Young
C-3635,3635,41,25761947.940102242,2022-06-03,84,16.75,Poor,Completed,-901,Wood Coach Ventures,P570497096I,2024-11-20,Cherylhaven,Small,784,ICT Equipment & Software,26215215,2022-06-03,Supply and delivery of ict equipment & software items,Ministry of School
C-3636,3636,382,50314512.06724814,2025-09-10,93,22.3,Poor,Completed,-31,Summers Miss Ltd,P388339233U,2025-10-11,Matthewshire,Small,516,ICT Equipment & Software,48155757,2025-09-10,Supply and delivery of ict equipment & software items,Ministry of Impact
C-3637,3637,777,3420116.1767037283,2024-10-29,0,0.26,Good,Completed,2708,Hess Wide Limited,P850115402D,2017-05-31,South Lancemouth,Small,818,Consultancy Services,3271553,2024-10-29,Supply and delivery of consultancy services items,Ministry of I
C-3638,3638,776,108594427.29928239,2024-03-05,138,80.22,Poor,Terminated,1737,Gonzalez Son Enterprise,P820341458Z,2019-06-03,Port Kathyshire,Small,495,Construction & Civil Works,108257841,2024-03-05,Supply and delivery of construction & civil works items,Ministry of Certainly
C-3639,3639,326,74096846.39109044,2025-01-30,36,21.91,Good,Completed,754,Knight Experience Ltd,P149995533E,2023-01-07,Rachelshire,Medium,455,Construction & Civil Works,71500236,2025-01-30,Supply and delivery of construction & civil works items,Ministry of Cover
C-3640,3640,576,42987324.85586962,2020-07-29,170,54.97,Poor,Completed,-815,Bradley Arm Enterprise,P906425007J,2022-10-22,Newmanland,Small,302,ICT Equipment & Software,41083878,2020-07-29,Supply and delivery of ict equipment & software items,Ministry of Hear
C-3641,3641,619,5834061.750906345,2021-01-23,20,22.2,Good,Completed,1683,Allen A Agencies,P269055029F,2016-06-15,Kimberlystad,Small,357,Motor Vehicles & Spare Parts,5890740,2021-01-23,Supply and delivery of motor vehicles & spare parts items,Ministry of Law
C-3642,3642,386,8227425.572238354,2025-04-10,1,0.0,Good,Completed,925,Banks Area Enterprise,P525568516O,2022-09-28,Jessicabury,Small,823,Office Stationery & Supplies,8372686,2025-04-10,Supply and delivery of office stationery & supplies items,Ministry of Money
C-3643,3643,112,949724.6786805084,2020-07-17,41,20.0,Good,Completed,-2017,Graham Teach Group,P627986559F,2026-01-24,Baileymouth,Small,304,Cleaning & Sanitary Services,950122,2020-07-17,Supply and delivery of cleaning & sanitary services items,Ministry of Ever
C-3644,3644,18,391456226.70682037,2022-05-29,473,149.02,Poor,Terminated,1898,Graham Long Agencies,P103484630U,2017-03-18,Teresaburgh,Small,687,Construction & Civil Works,393448671,2022-05-29,Supply and delivery of construction & civil works items,Ministry of Dream
C-3645,3645,687,1939887.8481502216,2022-02-08,53,20.0,Good,Completed,-853,Miller Direction Group,P657793068G,2024-06-10,Lake Jerryfurt,Medium,499,Consultancy Services,1962015,2022-02-08,Supply and delivery of consultancy services items,Ministry of Radio
C-3646,3646,768,2107302.252938929,2023-10-18,44,22.26,Good,Completed,2,Garcia Writer Agencies,P654208214R,2023-10-16,East Jenny,Medium,487,Medical Supplies & Pharmaceuticals,2105464,2023-10-18,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Group
C-3647,3647,653,269057738.44881463,2022-09-16,484,157.04,Poor,Terminated,-742,Mcdonald Truth Group,P680447823R,2024-09-27,Taylorside,Small,691,Construction & Civil Works,267923521,2022-09-16,Supply and delivery of construction & civil works items,Ministry of Between
C-3648,3648,437,4819289.3232650785,2023-02-21,7,1.29,Good,Completed,639,Wang Early Ltd,P271395839G,2021-05-23,Lake John,Small,525,Office Stationery & Supplies,4705677,2023-02-21,Supply and delivery of office stationery & supplies items,Ministry of Again
C-3649,3649,293,4320561.445731283,2025-04-10,36,21.32,Good,Completed,3237,Ortiz Specific Limited,P245415636X,2016-05-30,Brooksfurt,Small,314,Medical Supplies & Pharmaceuticals,4117641,2025-04-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Ask
C-3650,3650,200,185872339.9878095,2025-11-21,5,3.43,Good,Completed,1396,Moore Course Ltd,P992649957S,2022-01-25,Lake Samuel,Large,760,Construction & Civil Works,184657193,2025-11-21,Supply and delivery of construction & civil works items,Ministry of Artist
C-3651,3651,440,8442815.636010788,2024-02-04,61,24.5,Good,Completed,225,Howard Perhaps Group,P130286569T,2023-06-24,Staceyshire,Small,413,Consultancy Services,8425648,2024-02-04,Supply and delivery of consultancy services items,Ministry of Beyond
C-3652,3652,194,746834.6283214433,2021-01-04,39,1.93,Good,Completed,-685,Williams Program Group,P795038832V,2022-11-20,West Codyfurt,Large,555,Medical Supplies & Pharmaceuticals,726776,2021-01-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Newspaper
C-3653,3653,563,1865932.3240863364,2020-01-28,28,2.97,Good,Completed,-1828,Lee My Group,P188417749G,2025-01-29,Port Amanda,Small,519,Cleaning & Sanitary Services,1861987,2020-01-28,Supply and delivery of cleaning & sanitary services items,Ministry of General
C-3654,3654,910,9751265.982013933,2022-04-22,36,20.84,Good,Completed,-769,Pope Operation Ltd,P758663681S,2024-05-30,South Stevenland,Small,329,Cleaning & Sanitary Services,9470707,2022-04-22,Supply and delivery of cleaning & sanitary services items,Ministry of Ahead
C-3655,3655,452,1698945.1892146452,2024-10-18,61,21.77,Good,Completed,1578,Barnes Compare Limited,P544549689F,2020-06-23,Bellfurt,Small,345,Office Stationery & Supplies,1650642,2024-10-18,Supply and delivery of office stationery & supplies items,Ministry of Out
C-3656,3656,853,12497534.601517279,2023-05-19,6,5.09,Good,Completed,780,Jones Easy Agencies,P874600661C,2021-03-30,Robertmouth,Small,675,ICT Equipment & Software,11998649,2023-05-19,Supply and delivery of ict equipment & software items,Ministry of Town
C-3657,3657,456,616095.5762690719,2020-06-01,38,0.0,Good,Completed,-1864,Martin Voice Agencies,P566219118K,2025-07-09,North Markborough,Small,532,Medical Supplies & Pharmaceuticals,616031,2020-06-01,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Consider
C-3658,3658,653,29527673.28909776,2021-02-16,78,22.65,Poor,Completed,-1319,Mcdonald Truth Group,P680447823R,2024-09-27,Taylorside,Small,691,Construction & Civil Works,29003294,2021-02-16,Supply and delivery of construction & civil works items,Ministry of Pressure
C-3659,3659,644,1743244.6232194942,2022-12-27,56,21.23,Good,Completed,410,Santos Nothing Limited,P287409640X,2021-11-12,Michaelhaven,Medium,433,Consultancy Services,1732748,2022-12-27,Supply and delivery of consultancy services items,Ministry of North
C-3660,3660,530,282526115.8710132,2021-04-23,495,108.64,Poor,Terminated,-1678,Mcgee Affect Ventures,P210212429Z,2025-11-26,Johnsonside,Small,301,Construction & Civil Works,278298400,2021-04-23,Supply and delivery of construction & civil works items,Ministry of Hair
C-3661,3661,583,469241.85777428246,2020-07-31,42,20.0,Good,Completed,-1617,Gonzalez Similar Enterprise,P772826911E,2025-01-03,North Melissatown,Small,320,Office Stationery & Supplies,464716,2020-07-31,Supply and delivery of office stationery & supplies items,Ministry of Result
C-3662,3662,332,5371751.895296507,2025-06-22,0,5.06,Good,Completed,3317,Nelson Little Agencies,P626781451O,2016-05-23,Angelafurt,Small,728,Medical Supplies & Pharmaceuticals,5427701,2025-06-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Plan
C-3663,3663,849,40127607.425675735,2022-03-30,42,20.0,Good,Completed,391,Marshall Produce Enterprise,P807947148N,2021-03-04,Brianville,Medium,472,ICT Equipment & Software,39307519,2022-03-30,Supply and delivery of ict equipment & software items,Ministry of Cost
C-3664,3664,798,8429485.948647043,2025-05-07,1,4.23,Good,Completed,3352,Jimenez Side Group,P354208336T,2016-03-03,Robertside,Small,682,Cleaning & Sanitary Services,8452804,2025-05-07,Supply and delivery of cleaning & sanitary services items,Ministry of Seat
C-3665,3665,723,8163965.629907699,2025-01-27,0,0.0,Good,Completed,896,Carpenter Return Group,P959106271M,2022-08-15,West Haley,Medium,814,Motor Vehicles & Spare Parts,8115648,2025-01-27,Supply and delivery of motor vehicles & spare parts items,Ministry of Sport
C-3666,3666,677,1422727.4250937088,2021-01-23,0,1.39,Good,Completed,738,Terry Customer Ltd,P708491359L,2019-01-16,Mariomouth,Small,694,Motor Vehicles & Spare Parts,1410646,2021-01-23,Supply and delivery of motor vehicles & spare parts items,Ministry of Church
