contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days
C-4220,4220,404,8824308.834499914,2025-07-07,2,1.75,Good,Completed,2939
C-4221,4221,517,321344582.8013245,2025-09-17,285,112.16,Poor,Terminated,2431
C-4222,4222,187,287850654.72978115,2020-03-07,55,1.56,Good,Completed,-856
C-4223,4223,526,4791993.847392116,2025-08-04,24,0.0,Good,Completed,998
C-4224,4224,885,4155297.629774652,2020-02-01,61,20.05,Good,Completed,-1126
C-4225,4225,93,233324.24675380037,2024-05-07,57,24.14,Good,Completed,1896
C-4226,4226,390,5729841.243050387,2025-03-20,43,22.22,Good,Completed,2831
C-4227,4227,117,7079744.542108909,2024-03-02,66,20.33,Good,Completed,-440
C-4228,4228,366,5744971.6878018305,2021-08-14,18,0.0,Good,Completed,962
C-4229,4229,268,10439807.424965579,2023-05-19,35,4.0,Good,Completed,-750
C-4230,4230,849,9500961.670077097,2024-05-21,53,20.0,Good,Completed,1174
C-4231,4231,971,20394678.912689805,2021-04-17,19,21.74,Good,Completed,1656
C-4232,4232,791,6745641.315308782,2024-01-25,1,1.28,Good,Completed,1563
C-4233,4233,217,9209822.216026157,2020-03-22,30,0.54,Good,Completed,-487
C-4234,4234,278,7295710.319375834,2024-12-24,19,0.0,Good,Completed,1330
C-4235,4235,117,6832127.512863596,2021-01-18,50,25.03,Good,Completed,-1579
C-4236,4236,252,565585.39576798,2023-06-17,0,1.45,Good,Completed,882
C-4237,4237,492,3239957.6636503376,2023-12-09,21,20.0,Good,Completed,735
C-4238,4238,915,4100717.926455638,2025-04-04,52,23.47,Good,Completed,580
C-4239,4239,257,9053010.546982937,2021-09-08,13,5.14,Good,Completed,576
C-4240,4240,550,3402321.2855931153,2021-03-20,79,22.07,Good,Completed,-661
C-4241,4241,958,3965667.366565721,2020-02-23,34,1.76,Good,Completed,-874
C-4242,4242,830,1909987.0473820895,2025-10-11,0,0.0,Good,Completed,1019
C-4243,4243,773,8377322.52609914,2021-05-29,22,3.47,Good,Completed,1186
C-4244,4244,890,9162180.629076604,2024-11-10,8,0.0,Good,Completed,1572
C-4245,4245,871,502481040.07895964,2020-04-06,460,185.17,Poor,Terminated,187
C-4246,4246,795,320390660.85140574,2025-01-04,514,175.64,Poor,Terminated,888
C-4247,4247,718,1705841.6909817017,2023-05-09,0,0.78,Good,Completed,1537
C-4248,4248,316,6986048.327423763,2022-12-06,25,21.4,Good,Completed,713
C-4249,4249,591,7656351.175750317,2024-04-16,59,23.94,Good,Completed,2616
C-4250,4250,22,2116162.563241882,2020-04-13,29,0.0,Good,Completed,-543
C-4251,4251,772,287014357.32574195,2020-07-12,74,19.64,Poor,Completed,-832
C-4252,4252,842,509031369.05975825,2022-09-26,87,41.03,Poor,Terminated,431
C-4253,4253,422,1203251.9893572489,2023-04-08,17,1.04,Good,Completed,917
C-4254,4254,145,6586407.686003572,2023-12-13,0,1.05,Good,Completed,1532
C-4255,4255,622,8251305.400179018,2024-05-10,28,21.12,Good,Completed,917
C-4256,4256,900,9123485.890138865,2020-11-15,1,0.92,Good,Completed,925
C-4257,4257,117,173494776.1948182,2023-11-01,340,133.25,Poor,Terminated,-562
C-4258,4258,474,330990728.17859364,2021-01-16,97,16.38,Poor,Terminated,-715
C-4259,4259,138,1702199.7878262429,2022-03-26,33,1.42,Good,Completed,-919
C-4260,4260,108,450865748.99424374,2024-08-08,324,213.99,Poor,Terminated,934
C-4261,4261,687,7703414.30751423,2024-11-18,76,20.03,Good,Completed,161
C-4262,4262,697,9987876.67385067,2025-05-02,23,1.39,Good,Completed,2406
C-4263,4263,388,398128.2051378991,2023-04-03,2,1.49,Good,Completed,1788
C-4264,4264,787,3566811.5103765917,2025-10-07,7,0.0,Good,Completed,3202
C-4265,4265,388,34646252.30797967,2023-08-12,2,0.0,Good,Completed,1919
C-4266,4266,1000,2105326.8183772494,2020-10-28,60,20.69,Good,Completed,-1201
C-4267,4267,766,5466263.440168772,2022-02-24,26,1.5,Good,Completed,-656
C-4268,4268,656,1310085.4074384137,2022-09-14,1,0.0,Good,Completed,1464
C-4269,4269,8,7057511.371132395,2025-03-03,41,0.0,Good,Completed,149
C-4270,4270,224,5391840.020741681,2025-05-03,22,20.0,Good,Completed,3001
C-4271,4271,655,5890918.1925272085,2023-01-14,27,23.26,Good,Completed,1404
C-4272,4272,661,1666533.0967964495,2025-11-23,11,0.0,Good,Completed,625
C-4273,4273,359,2448754.331000651,2023-08-04,10,0.54,Good,Completed,1095
C-4274,4274,470,3500095.9036829052,2023-10-18,0,2.94,Good,Completed,1621
C-4275,4275,812,806285.5044060795,2020-12-15,18,22.41,Good,Completed,675
C-4276,4276,731,9024648.079213968,2023-06-10,14,0.25,Good,Completed,1942
C-4277,4277,837,3093389.028112591,2024-10-01,39,20.56,Good,Completed,1487
C-4278,4278,425,2608889.8347299574,2024-02-27,13,1.72,Good,Completed,2766
C-4279,4279,288,28429566.69176565,2024-12-09,44,20.0,Good,Completed,2821
C-4280,4280,192,4136791.682179493,2020-09-02,30,1.34,Good,Completed,-1917
C-4281,4281,66,2115373.708976459,2023-04-06,0,1.76,Good,Completed,920
C-4282,4282,867,9196587.136804147,2020-08-15,0,0.0,Good,Completed,978
C-4283,4283,620,396068.72062700085,2021-07-12,90,20.88,Good,Completed,-462
C-4284,4284,315,6843447.326107763,2023-12-27,27,0.0,Good,Completed,-648
C-4285,4285,349,1503478.4835125513,2024-06-08,0,0.0,Good,Completed,483
C-4286,4286,339,4736367.231912808,2024-04-04,7,1.05,Good,Completed,2474
C-4287,4287,509,3187811.016203519,2022-12-07,13,0.59,Good,Completed,328
C-4288,4288,553,5112942.910286963,2024-05-22,8,2.54,Good,Completed,2323
C-4289,4289,424,8491308.098034032,2022-03-28,18,1.04,Good,Completed,1458
C-4290,4290,619,6384907.664908014,2022-05-15,62,22.19,Good,Completed,2160
C-4291,4291,207,2282292.7392353043,2024-11-30,38,0.38,Good,Completed,-178
C-4292,4292,326,6529022.161522033,2023-06-18,67,22.16,Good,Completed,162
C-4293,4293,480,24118937.04873557,2022-06-12,35,0.0,Good,Completed,-1034
C-4294,4294,927,12703759.014652971,2025-12-04,15,2.42,Good,Completed,1052
C-4295,4295,775,6344153.6072321,2023-11-04,16,2.53,Good,Completed,2443
C-4296,4296,86,278003.2971430196,2020-12-07,30,0.87,Good,Completed,-1236
C-4297,4297,668,133964700.68269339,2025-05-15,11,4.2,Good,Completed,1769
C-4298,4298,98,7959588.16339783,2024-04-18,8,1.73,Good,Completed,2796
C-4299,4299,538,6900374.381898845,2024-10-04,6,3.98,Good,Completed,759
C-4300,4300,5,480592896.41071147,2024-10-18,395,146.76,Poor,Terminated,2392
C-4301,4301,146,2931959.794799397,2020-11-12,68,20.91,Good,Completed,-393
C-4302,4302,484,3979046.751792655,2024-03-02,1,3.47,Good,Completed,568
C-4303,4303,121,5227112.467698714,2021-06-13,37,1.67,Good,Completed,-234
C-4304,4304,440,5666726.348051505,2021-10-25,55,20.99,Good,Completed,-607
C-4305,4305,578,6642258.237747249,2023-04-02,5,0.48,Good,Completed,2145
C-4306,4306,837,5378924.259103089,2025-09-15,53,20.0,Good,Completed,1836
C-4307,4307,281,9873604.553976582,2020-02-21,53,0.0,Good,Completed,280
C-4308,4308,271,192434184.8107757,2021-10-10,140,109.7,Poor,Terminated,1084
C-4309,4309,228,49019333.4666728,2021-02-10,49,20.0,Good,Completed,510
C-4310,4310,653,7887242.9149085535,2024-01-30,30,1.47,Good,Completed,-241
C-4311,4311,852,2651110.4829286686,2021-07-09,0,1.02,Good,Completed,1823
C-4312,4312,770,2301318.3801406845,2022-07-13,0,4.81,Good,Completed,1133
C-4313,4313,273,7530485.291536433,2023-12-20,30,25.63,Good,Completed,2508
C-4314,4314,692,7599914.20231086,2024-03-08,16,3.8,Good,Completed,163
C-4315,4315,545,307829486.9614011,2022-01-21,400,166.76,Poor,Terminated,123
C-4316,4316,669,711091.0507096676,2021-04-01,38,0.78,Good,Completed,155
C-4317,4317,671,7820880.4579065135,2023-09-18,2,1.34,Good,Completed,1921
C-4318,4318,500,9479968.671207186,2022-11-14,35,20.0,Good,Completed,1259
C-4319,4319,951,30351704.389152627,2023-07-23,119,45.48,Poor,Completed,272
C-4320,4320,813,341878995.4698485,2022-12-12,272,151.5,Poor,Terminated,769
C-4321,4321,530,5670056.3458653735,2022-12-31,50,20.0,Good,Completed,-1061
C-4322,4322,894,4797797.08184424,2020-03-09,12,2.28,Good,Completed,-2076
C-4323,4323,828,149749756.2325669,2022-11-03,188,55.35,Poor,Completed,-841
C-4324,4324,535,8564261.383729534,2022-04-20,37,0.0,Good,Completed,-298
C-4325,4325,689,969229.6213790803,2024-08-13,1,0.0,Good,Completed,1596
C-4326,4326,692,1213559.4361359947,2024-02-17,35,1.83,Good,Completed,143
C-4327,4327,115,8692121.506343087,2025-04-13,56,20.0,Good,Completed,196
C-4328,4328,746,8027956.896809487,2022-12-10,76,22.44,Good,Completed,236
C-4329,4329,852,100625224.38871624,2022-04-12,118,55.65,Poor,Completed,2100
C-4330,4330,873,38243233.393221095,2024-07-21,54,29.0,Poor,Completed,2266
C-4331,4331,45,7008091.3271924835,2022-11-06,9,4.14,Good,Completed,2305
C-4332,4332,186,7156958.084116386,2020-07-20,13,0.0,Good,Completed,1352
C-4333,4333,628,7920271.426132446,2024-05-05,17,1.36,Good,Completed,1866
C-4334,4334,220,7322440.289129425,2023-10-15,49,20.0,Good,Completed,1080
C-4335,4335,678,13567621.023884948,2022-09-23,24,20.0,Good,Completed,1417
C-4336,4336,647,7537880.160404338,2022-01-09,16,3.76,Good,Completed,1877
C-4337,4337,299,4546493.489610457,2025-11-25,8,0.0,Good,Completed,3459
C-4338,4338,812,196697517.16991428,2021-12-08,26,20.0,Good,Completed,1033
C-4339,4339,697,510828.3290366711,2024-08-29,20,0.99,Good,Completed,2160
C-4340,4340,51,1962696.5610349218,2022-09-15,36,3.04,Good,Completed,-147
C-4341,4341,191,171875.42713483016,2022-06-18,14,0.0,Good,Completed,-56
C-4342,4342,944,9311295.348071806,2024-02-07,41,23.44,Good,Completed,777
C-4343,4343,185,462087823.6869239,2025-03-05,83,37.86,Poor,Completed,2453
C-4344,4344,313,42592215.467418924,2020-03-02,106,53.12,Poor,Completed,-1220
C-4345,4345,721,7295941.699644528,2022-08-31,57,23.87,Good,Completed,964
C-4346,4346,266,9519702.926098082,2021-02-01,42,0.56,Good,Completed,-405
C-4347,4347,601,415372746.2648266,2024-03-07,644,168.66,Poor,Terminated,150
C-4348,4348,296,4697806.329788211,2024-10-21,0,2.22,Good,Completed,3098
C-4349,4349,62,9573663.810740858,2023-12-03,58,21.29,Good,Completed,976
C-4350,4350,338,459553395.2061202,2021-07-08,78,25.52,Poor,Completed,564
C-4351,4351,47,44702590.25721008,2024-03-09,67,35.92,Poor,Completed,1607
C-4352,4352,799,9389821.453307051,2021-01-16,34,1.75,Good,Completed,-298
C-4353,4353,381,295453580.4044996,2021-10-04,294,126.92,Poor,Terminated,-602
C-4354,4354,19,3363439.6122861095,2020-03-28,66,22.45,Good,Completed,-341
C-4355,4355,17,5500039.84706529,2021-12-27,67,20.42,Good,Completed,-333
C-4356,4356,332,39250920.44179831,2024-02-13,41,32.65,Poor,Completed,2822
C-4357,4357,746,7876700.788065323,2020-06-17,76,21.21,Good,Completed,-670
C-4358,4358,51,3563513.2448130683,2022-12-01,23,3.13,Good,Completed,-70
C-4359,4359,535,4551798.061908071,2022-04-28,37,1.07,Good,Completed,-290
C-4360,4360,402,5717178.374993595,2024-11-02,45,23.81,Good,Completed,2060
C-4361,4361,981,41264893.315654084,2021-01-21,18,0.0,Good,Completed,-1316
C-4362,4362,602,2334747.16960716,2020-04-06,1,2.44,Good,Completed,1271
C-4363,4363,480,442458.7623339513,2021-05-04,22,2.7,Good,Completed,-1438
C-4364,4364,519,6252909.2869555345,2024-02-05,4,2.28,Good,Completed,1722
C-4365,4365,519,1309373.6475726238,2022-12-16,2,0.86,Good,Completed,1306
C-4366,4366,668,3894397.193135808,2022-09-01,0,0.98,Good,Completed,782
C-4367,4367,938,3884284.0400495008,2025-09-08,0,1.65,Good,Completed,1413
C-4368,4368,207,5336829.162098904,2020-08-10,13,2.43,Good,Completed,-1751
C-4369,4369,934,9800555.127764506,2020-10-16,98,24.28,Good,Completed,-75
C-4370,4370,446,30595128.40738947,2023-08-19,48,22.67,Good,Completed,381
C-4371,4371,476,135497187.1824491,2022-08-17,35,2.39,Good,Completed,-1173
C-4372,4372,268,4817528.210622403,2024-10-06,39,0.0,Good,Completed,-244
C-4373,4373,749,3641288.463639451,2020-02-14,59,20.0,Good,Completed,-1406
C-4374,4374,29,155764584.0891061,2025-05-20,193,101.02,Poor,Completed,237
C-4375,4375,331,1639005.8094608819,2023-10-22,18,0.0,Good,Completed,1968
C-4376,4376,891,344243601.11410105,2022-07-06,681,146.99,Poor,Terminated,-511
C-4377,4377,190,119728473.69140474,2021-09-03,206,115.76,Poor,Completed,-209
C-4378,4378,780,3845515.840605835,2024-03-18,0,4.07,Good,Completed,1280
C-4379,4379,314,1000388.7164540507,2020-05-22,39,0.0,Good,Completed,364
C-4380,4380,103,8662439.979749914,2025-04-07,8,2.83,Good,Completed,1123
C-4381,4381,474,14163105.365953147,2022-02-22,25,3.27,Good,Completed,-313
C-4382,4382,514,382205640.2436795,2023-01-16,515,139.24,Poor,Terminated,1459
C-4383,4383,340,4671648.57640529,2025-06-09,27,20.0,Good,Completed,2318
C-4384,4384,714,8665404.387520153,2020-10-28,1,2.45,Good,Completed,994
C-4385,4385,564,7786309.501144754,2020-12-20,25,21.46,Good,Completed,1754
C-4386,4386,500,8551280.532398235,2021-02-13,39,22.84,Good,Completed,620
C-4387,4387,347,9514576.76785627,2022-09-04,71,22.55,Good,Completed,90
C-4388,4388,897,2686300.231470671,2022-03-28,54,20.0,Good,Completed,-519
C-4389,4389,407,5220798.836659331,2022-11-13,0,0.0,Good,Completed,2271
C-4390,4390,100,2960644.266585275,2023-12-08,37,20.0,Good,Completed,2447
C-4391,4391,627,2279608.1288399473,2022-06-24,5,0.25,Good,Completed,1282
C-4392,4392,381,5174496.997796496,2020-03-28,74,22.18,Good,Completed,-1157
C-4393,4393,511,471260.83061474113,2020-11-18,54,20.0,Good,Completed,1715
C-4394,4394,174,200147817.48049897,2024-06-23,390,141.62,Poor,Terminated,883
C-4395,4395,941,2510048.100306387,2020-01-25,58,0.55,Good,Completed,60
C-4396,4396,92,1147720.8155704078,2023-01-22,30,1.8,Good,Completed,-57
C-4397,4397,954,4111193.5373671204,2020-09-04,9,0.97,Good,Completed,509
C-4398,4398,505,4573124.839693744,2021-08-05,22,2.69,Good,Completed,1398
C-4399,4399,260,15893422.289574219,2020-01-20,53,3.31,Good,Completed,100
C-4400,4400,171,9413198.518996857,2024-11-12,9,1.22,Good,Completed,3098
C-4401,4401,734,4244214.784502266,2025-07-10,41,20.59,Good,Completed,422
C-4402,4402,929,4776506.061801419,2022-11-18,81,23.03,Good,Completed,-315
C-4403,4403,859,7697251.245495566,2021-02-17,30,2.29,Good,Completed,-1641
C-4404,4404,91,7516588.92103699,2022-11-13,28,20.0,Good,Completed,-990
C-4405,4405,522,32346430.721444674,2020-08-05,34,0.78,Good,Completed,-1287
C-4406,4406,303,8326900.810804986,2023-04-26,47,0.78,Good,Completed,351
C-4407,4407,279,4175584.007335225,2023-04-01,29,20.95,Good,Completed,1405
C-4408,4408,190,3357494.4250817304,2020-06-04,37,0.0,Good,Completed,-665
C-4409,4409,841,271584597.4413246,2020-10-05,95,18.72,Poor,Completed,148
C-4410,4410,887,2018300.8222354022,2020-11-14,1,3.2,Good,Completed,1174
C-4411,4411,678,12296865.14347576,2020-05-28,42,20.0,Good,Completed,569
C-4412,4412,508,9910098.214608215,2025-12-08,0,0.7,Good,Completed,2255
C-4413,4413,450,6830637.341457814,2023-05-25,50,21.69,Good,Completed,2053
C-4414,4414,591,4791194.788969005,2023-10-05,58,20.0,Good,Completed,2422
C-4415,4415,796,63975353.806943946,2025-01-13,137,23.39,Poor,Terminated,2956
C-4416,4416,606,4683855.661375151,2025-08-16,29,0.43,Good,Completed,285
C-4417,4417,737,2267757.0125697074,2021-07-29,62,21.46,Good,Completed,308
C-4418,4418,265,2540204.1464066105,2024-07-06,27,0.5,Good,Completed,-420
C-4419,4419,182,8928022.121350305,2025-03-22,13,0.0,Good,Completed,3012
C-4420,4420,72,7523269.260772562,2022-05-14,6,1.79,Good,Completed,2063
C-4421,4421,212,603223.9138804269,2024-01-11,0,0.0,Good,Completed,718
C-4422,4422,647,95991895.05489556,2022-03-29,200,90.92,Poor,Completed,1956
C-4423,4423,192,137874502.1551363,2023-08-21,201,57.39,Poor,Terminated,-834
C-4424,4424,181,1798860.5804841607,2021-05-07,56,20.0,Good,Completed,861
C-4425,4425,407,8479810.436619556,2020-10-05,0,0.0,Good,Completed,1502
C-4426,4426,80,2296849.805274696,2025-09-11,20,20.74,Good,Completed,751
C-4427,4427,413,7645688.596623123,2025-05-01,4,2.44,Good,Completed,1705
C-4428,4428,1,6315479.265411647,2025-03-25,54,23.04,Good,Completed,1001
C-4429,4429,416,496069041.79643404,2020-12-10,517,149.11,Poor,Terminated,-1296
C-4430,4430,480,131894690.52949634,2023-02-16,20,0.87,Good,Completed,-785
C-4431,4431,426,789532.2900493905,2024-08-20,44,20.65,Good,Completed,387
C-4432,4432,624,3866926.705533521,2023-08-07,7,3.91,Good,Completed,683
C-4433,4433,384,4218239.086599796,2020-05-25,57,20.0,Good,Completed,1512
C-4434,4434,16,17588599.956422098,2024-03-23,9,3.63,Good,Completed,791
C-4435,4435,671,5836879.734144647,2020-11-14,4,3.74,Good,Completed,883
C-4436,4436,410,17968604.165742148,2020-03-28,6,6.46,Good,Completed,693
C-4437,4437,494,4194379.229994574,2022-05-11,1,1.77,Good,Completed,1626
C-4438,4438,66,3373002.075888946,2023-11-25,2,1.81,Good,Completed,1153
C-4439,4439,149,1488255.2512539176,2022-01-18,27,4.27,Good,Completed,-1067
C-4440,4440,747,478136649.16587293,2023-03-18,81,23.61,Poor,Terminated,1324
C-4441,4441,87,3817143.4237178355,2025-07-07,17,2.79,Good,Completed,1535
C-4442,4442,554,7739405.775910305,2025-09-09,4,2.61,Good,Completed,2127
C-4443,4443,834,8154786.06509348,2022-12-04,55,20.0,Good,Completed,-192
C-4444,4444,300,3723206.7480061217,2025-03-23,19,20.66,Good,Completed,2541
C-4445,4445,860,7769389.342280087,2023-07-15,52,1.61,Good,Completed,-432
C-4446,4446,96,382359.62503781903,2025-07-16,36,20.0,Good,Completed,2439
C-4447,4447,83,186496140.1938989,2023-08-06,27,25.2,Good,Completed,2646
C-4448,4448,205,655076.1177379553,2023-06-11,52,22.5,Good,Completed,-510
C-4449,4449,176,1767556.3665673814,2022-01-08,26,21.46,Good,Completed,904
C-4450,4450,188,7547256.503764772,2022-12-08,7,0.0,Good,Completed,883
C-4451,4451,365,21090633.94345111,2023-03-13,41,17.98,Poor,Completed,494
C-4452,4452,742,1847150.7823386106,2023-10-15,20,0.0,Good,Completed,400
C-4453,4453,944,781730.2512384617,2023-10-10,38,20.23,Good,Completed,657
C-4454,4454,304,4591973.213844925,2021-08-17,91,20.0,Good,Completed,-523
C-4455,4455,717,321108518.983104,2023-07-26,513,161.81,Poor,Terminated,2407
C-4456,4456,538,6400796.815523929,2021-11-16,34,1.95,Good,Completed,-294
C-4457,4457,409,6415607.693304115,2021-12-11,26,20.0,Good,Completed,1969
C-4458,4458,91,7261843.135933186,2023-05-25,56,20.17,Good,Completed,-797
C-4459,4459,67,5457808.355560437,2025-10-31,19,0.0,Good,Completed,1616
C-4460,4460,198,8288419.412190854,2024-12-14,29,20.0,Good,Completed,1914
C-4461,4461,608,15128496.833397431,2024-01-21,75,21.5,Good,Completed,110
C-4462,4462,165,8932282.773212677,2021-08-01,63,21.71,Good,Completed,637
C-4463,4463,440,1853549.695180018,2024-01-07,27,20.75,Good,Completed,197
C-4464,4464,516,1421359.9197464471,2024-08-10,42,20.11,Good,Completed,262
C-4465,4465,452,3495254.4943457367,2024-09-20,39,23.27,Good,Completed,1550
C-4466,4466,974,5022770.1077000685,2024-08-13,40,1.72,Good,Completed,308
C-4467,4467,454,1764943.0489249728,2021-02-20,26,0.0,Good,Completed,-1077
C-4468,4468,82,1788763.2071186597,2022-03-03,10,0.64,Good,Completed,5
C-4469,4469,522,6398135.362917067,2023-04-26,37,0.17,Good,Completed,-293
C-4470,4470,983,1190452.9684953894,2024-10-14,0,0.0,Good,Completed,1045
C-4471,4471,838,7609298.622043096,2023-02-13,36,24.47,Good,Completed,2048
C-4472,4472,556,9474445.980968898,2024-05-06,69,22.44,Good,Completed,187
C-4473,4473,623,5243708.683849191,2021-09-30,24,0.0,Good,Completed,-869
C-4474,4474,744,3202209.821175447,2021-03-26,70,23.05,Good,Completed,201
C-4475,4475,900,6549933.610297013,2023-10-19,1,1.84,Good,Completed,1993
C-4476,4476,736,5610581.6317053195,2021-02-05,72,22.61,Good,Completed,-999
C-4477,4477,755,946369.9721257086,2024-11-08,59,22.74,Good,Completed,2138
C-4478,4478,532,1852846.3892898597,2021-06-22,24,20.0,Good,Completed,1209
C-4479,4479,283,8949493.742076747,2024-04-20,25,20.0,Good,Completed,2956
C-4480,4480,150,1849272.0711020308,2023-05-29,32,3.03,Good,Completed,-564
C-4481,4481,985,659366.606157612,2022-01-18,32,20.0,Good,Completed,1908
C-4482,4482,953,476107.1276118239,2023-08-20,36,20.0,Good,Completed,846
C-4483,4483,618,3830070.213439896,2020-09-29,28,21.98,Good,Completed,654
C-4484,4484,771,3322096.5494358297,2024-11-16,55,25.83,Good,Completed,874
C-4485,4485,739,36043632.22797011,2020-01-08,57,21.7,Poor,Terminated,-1790
C-4486,4486,965,4676762.011351699,2024-11-14,53,1.97,Good,Completed,205
C-4487,4487,530,65980954.2576437,2025-07-25,150,61.85,Poor,Completed,-124
C-4488,4488,342,14795502.996284457,2025-08-10,14,5.66,Good,Completed,1866
C-4489,4489,898,1367314.9988484813,2023-07-02,45,0.0,Good,Completed,110
C-4490,4490,177,41728056.796577804,2023-01-24,67,55.78,Poor,Completed,2380
C-4491,4491,443,6908664.658342605,2021-03-12,57,1.44,Good,Completed,-1083
C-4492,4492,393,9588550.019350652,2025-11-20,3,2.19,Good,Completed,910
C-4493,4493,419,348796864.04926586,2025-11-20,54,20.0,Good,Completed,1455
C-4494,4494,715,4208788.316903062,2020-08-24,41,0.5,Good,Completed,-759
C-4495,4495,168,2328750.659913078,2022-04-27,14,0.0,Good,Completed,-1264
C-4496,4496,759,8160513.075222458,2020-11-02,35,0.78,Good,Completed,-1313
C-4497,4497,965,9538413.847006343,2022-03-02,39,0.0,Good,Completed,-783
C-4498,4498,987,4108712.208464129,2025-12-18,0,1.59,Good,Completed,3454
C-4499,4499,604,5887560.691494688,2025-01-30,4,0.0,Good,Completed,1091
C-4500,4500,779,2036396.4994549174,2020-08-23,46,20.72,Good,Completed,-1220
C-4501,4501,980,33983660.84967922,2021-08-11,47,28.47,Poor,Completed,1318
C-4502,4502,555,2379956.777930246,2020-07-29,0,0.62,Good,Completed,1616
C-4503,4503,626,12462782.997252794,2024-02-13,64,23.81,Good,Completed,8
C-4504,4504,643,8730402.877902353,2020-03-28,58,20.0,Good,Completed,-533
C-4505,4505,245,530873.5436779748,2023-05-26,50,22.64,Good,Completed,903
C-4506,4506,834,2484926.887651919,2020-09-01,69,20.04,Good,Completed,-1016
C-4507,4507,998,336317120.21621567,2024-04-25,139,44.34,Poor,Completed,-32
C-4508,4508,787,255919786.56908363,2022-07-30,65,16.86,Poor,Completed,2037
C-4509,4509,239,6603369.347885453,2021-04-27,35,0.0,Good,Completed,328
C-4510,4510,100,575896.5504810151,2023-06-04,51,20.0,Good,Completed,2260
C-4511,4511,956,293917376.4985022,2025-07-25,589,106.19,Poor,Terminated,3357
C-4512,4512,217,824075.7872234217,2025-01-16,15,0.0,Good,Completed,1274
C-4513,4513,256,9977685.603926778,2020-02-20,25,0.85,Good,Completed,-1427
C-4514,4514,195,178784783.3773155,2021-11-24,14,3.49,Good,Completed,1082
C-4515,4515,992,2241578.638988852,2021-01-11,43,20.2,Good,Completed,1603
C-4516,4516,576,12713195.401659388,2022-04-19,88,23.89,Good,Completed,-186
C-4517,4517,485,1402088.2290361787,2023-09-12,3,2.82,Good,Completed,581
C-4518,4518,359,5216447.216097209,2020-07-18,30,3.59,Good,Completed,-17
C-4519,4519,861,9403539.15646286,2023-09-07,56,0.89,Good,Completed,82
C-4520,4520,749,1936231.8790728368,2024-11-08,84,22.15,Good,Completed,323
C-4521,4521,995,947986.9853495719,2020-07-28,21,0.0,Good,Completed,639
C-4522,4522,226,8235206.8950655935,2022-06-09,4,0.85,Good,Completed,2042
C-4523,4523,402,1518490.287861498,2022-10-03,49,20.93,Good,Completed,1299
C-4524,4524,171,7540098.603996176,2025-05-08,3,0.04,Good,Completed,3275
C-4525,4525,876,3610586.303307408,2021-04-27,2,1.79,Good,Completed,1590
C-4526,4526,33,9360699.075601261,2020-01-07,37,20.0,Good,Completed,-1726
C-4527,4527,644,4118012.0270764474,2021-11-06,64,20.0,Good,Completed,-6
C-4528,4528,319,3614088.09598037,2025-03-01,9,4.12,Good,Completed,3288
C-4529,4529,413,110020089.71240719,2022-04-27,151,86.71,Poor,Terminated,605
C-4530,4530,557,10088698.287320314,2021-05-23,28,21.87,Good,Completed,626
C-4531,4531,500,8514923.84637214,2020-06-28,57,21.76,Good,Completed,390
C-4532,4532,477,3690082.5188505556,2022-08-31,3,0.15,Good,Completed,1713
C-4533,4533,980,40107988.56202691,2024-06-07,47,18.38,Poor,Completed,2349
C-4534,4534,836,7400958.051735421,2025-02-06,58,20.0,Good,Completed,3154
C-4535,4535,992,3651973.979909819,2022-04-12,47,20.0,Good,Completed,2059
C-4536,4536,793,213416.57803158718,2024-08-03,22,21.67,Good,Completed,1709
C-4537,4537,464,6004918.269736348,2025-04-16,16,1.77,Good,Completed,1846
C-4538,4538,645,190901153.26564622,2022-08-14,14,3.08,Good,Completed,602
C-4539,4539,724,438793.1755047811,2023-02-21,10,0.0,Good,Completed,-709
C-4540,4540,242,5765746.671464872,2020-02-15,14,0.0,Good,Completed,908
C-4541,4541,382,950784.7123746189,2023-09-10,22,0.0,Good,Completed,-762
C-4542,4542,476,1516153.7366071842,2022-08-26,11,0.0,Good,Completed,-1164
C-4543,4543,534,9706834.94795008,2022-03-28,27,21.91,Good,Completed,1888
C-4544,4544,449,614047.7977690524,2020-06-18,19,0.17,Good,Completed,-741
C-4545,4545,116,201726971.8748182,2024-03-11,403,139.12,Poor,Terminated,1064
C-4546,4546,368,3761043.2103536366,2021-01-03,24,0.0,Good,Completed,276
C-4547,4547,692,6658737.937052883,2021-03-29,13,2.23,Good,Completed,-912
C-4548,4548,134,6999515.846018159,2022-02-13,57,20.21,Good,Completed,1273
C-4549,4549,957,5734757.9896919085,2021-06-29,53,20.1,Good,Completed,1234
C-4550,4550,813,7478704.178948532,2025-05-22,24,22.57,Good,Completed,1661
C-4551,4551,106,4717577.799647787,2023-08-08,15,0.0,Good,Completed,-634
C-4552,4552,389,816349.3640996983,2025-10-05,13,0.32,Good,Completed,995
C-4553,4553,518,8918706.362585802,2025-08-11,20,20.0,Good,Completed,1919
C-4554,4554,516,1256246.0735023222,2023-11-15,81,20.0,Good,Completed,-7
C-4555,4555,11,10149725.131120648,2022-09-17,54,1.47,Good,Completed,-390
C-4556,4556,7,2258873.621816241,2020-02-17,26,0.69,Good,Completed,-636
C-4557,4557,881,7818009.069724474,2022-01-26,6,3.63,Good,Completed,1700
