tender_id,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
4234,Office Stationery & Supplies,7323153,2024-12-24,Supply and delivery of office stationery & supplies items,Ministry of Itself
4235,Consultancy Services,6827897,2021-01-18,Supply and delivery of consultancy services items,Ministry of Add
4236,Office Stationery & Supplies,573818,2023-06-17,Supply and delivery of office stationery & supplies items,Ministry of Another
4237,Motor Vehicles & Spare Parts,3135865,2023-12-09,Supply and delivery of motor vehicles & spare parts items,Ministry of Speech
4238,Consultancy Services,3983424,2025-04-04,Supply and delivery of consultancy services items,Ministry of Security
4239,Motor Vehicles & Spare Parts,9205775,2021-09-08,Supply and delivery of motor vehicles & spare parts items,Ministry of Measure
4240,Motor Vehicles & Spare Parts,3331365,2021-03-20,Supply and delivery of motor vehicles & spare parts items,Ministry of Example
4241,Medical Supplies & Pharmaceuticals,3928295,2020-02-23,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Expert
4242,Motor Vehicles & Spare Parts,1824833,2025-10-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Cup
4243,Medical Supplies & Pharmaceuticals,8293421,2021-05-29,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Line
4244,Office Stationery & Supplies,9151251,2024-11-10,Supply and delivery of office stationery & supplies items,Ministry of Rate
4245,Construction & Civil Works,497650057,2020-04-06,Supply and delivery of construction & civil works items,Ministry of Order
4246,Construction & Civil Works,315586123,2025-01-04,Supply and delivery of construction & civil works items,Ministry of Learn
4247,Cleaning & Sanitary Services,1692210,2023-05-09,Supply and delivery of cleaning & sanitary services items,Ministry of Scientist
4248,Office Stationery & Supplies,6662344,2022-12-06,Supply and delivery of office stationery & supplies items,Ministry of Each
4249,Consultancy Services,7501628,2024-04-16,Supply and delivery of consultancy services items,Ministry of Situation
4250,Cleaning & Sanitary Services,2091226,2020-04-13,Supply and delivery of cleaning & sanitary services items,Ministry of Himself
4251,Construction & Civil Works,274264575,2020-07-12,Supply and delivery of construction & civil works items,Ministry of Hold
4252,Construction & Civil Works,485048527,2022-09-26,Supply and delivery of construction & civil works items,Ministry of Marriage
4253,Medical Supplies & Pharmaceuticals,1154853,2023-04-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Hour
4254,Consultancy Services,6524788,2023-12-13,Supply and delivery of consultancy services items,Ministry of Hot
4255,Medical Supplies & Pharmaceuticals,8224897,2024-05-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Now
4256,Medical Supplies & Pharmaceuticals,8775493,2020-11-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Simple
4257,Construction & Civil Works,176217243,2023-11-01,Supply and delivery of construction & civil works items,Ministry of Investment
4258,Construction & Civil Works,322104710,2021-01-16,Supply and delivery of construction & civil works items,Ministry of Interest
4259,Cleaning & Sanitary Services,1635410,2022-03-26,Supply and delivery of cleaning & sanitary services items,Ministry of Hand
4260,Construction & Civil Works,439044124,2024-08-08,Supply and delivery of construction & civil works items,Ministry of Choose
4261,Medical Supplies & Pharmaceuticals,7590526,2024-11-18,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Society
4262,Cleaning & Sanitary Services,9725272,2025-05-02,Supply and delivery of cleaning & sanitary services items,Ministry of Republican
4263,Motor Vehicles & Spare Parts,396177,2023-04-03,Supply and delivery of motor vehicles & spare parts items,Ministry of Here
4264,Cleaning & Sanitary Services,3506433,2025-10-07,Supply and delivery of cleaning & sanitary services items,Ministry of Before
4265,ICT Equipment & Software,35233850,2023-08-12,Supply and delivery of ict equipment & software items,Ministry of Value
4266,Office Stationery & Supplies,2019398,2020-10-28,Supply and delivery of office stationery & supplies items,Ministry of Window
4267,Office Stationery & Supplies,5233783,2022-02-24,Supply and delivery of office stationery & supplies items,Ministry of Man
4268,Office Stationery & Supplies,1285622,2022-09-14,Supply and delivery of office stationery & supplies items,Ministry of Notice
4269,Medical Supplies & Pharmaceuticals,6730064,2025-03-03,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Community
4270,Cleaning & Sanitary Services,5299039,2025-05-03,Supply and delivery of cleaning & sanitary services items,Ministry of Gun
4271,Consultancy Services,5667768,2023-01-14,Supply and delivery of consultancy services items,Ministry of Trade
4272,Medical Supplies & Pharmaceuticals,1611602,2025-11-23,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Check
4273,Cleaning & Sanitary Services,2446118,2023-08-04,Supply and delivery of cleaning & sanitary services items,Ministry of Now
4274,Consultancy Services,3565495,2023-10-18,Supply and delivery of consultancy services items,Ministry of Size
4275,Office Stationery & Supplies,789746,2020-12-15,Supply and delivery of office stationery & supplies items,Ministry of Success
4276,Medical Supplies & Pharmaceuticals,8844047,2023-06-10,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Team
4277,Office Stationery & Supplies,3080858,2024-10-01,Supply and delivery of office stationery & supplies items,Ministry of Thank
4278,Consultancy Services,2654293,2024-02-27,Supply and delivery of consultancy services items,Ministry of Beat
4279,ICT Equipment & Software,27290262,2024-12-09,Supply and delivery of ict equipment & software items,Ministry of Up
4280,Consultancy Services,3956397,2020-09-02,Supply and delivery of consultancy services items,Ministry of More
4281,Motor Vehicles & Spare Parts,2107708,2023-04-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Nature
4282,Medical Supplies & Pharmaceuticals,8928452,2020-08-15,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Above
4283,Consultancy Services,387249,2021-07-12,Supply and delivery of consultancy services items,Ministry of Oil
4284,Motor Vehicles & Spare Parts,6905995,2023-12-27,Supply and delivery of motor vehicles & spare parts items,Ministry of Community
4285,Cleaning & Sanitary Services,1497955,2024-06-08,Supply and delivery of cleaning & sanitary services items,Ministry of Return
4286,Office Stationery & Supplies,4558795,2024-04-04,Supply and delivery of office stationery & supplies items,Ministry of Good
4287,Motor Vehicles & Spare Parts,3119579,2022-12-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Gas
4288,ICT Equipment & Software,5150291,2024-05-22,Supply and delivery of ict equipment & software items,Ministry of Subject
4289,Motor Vehicles & Spare Parts,8569755,2022-03-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Write
4290,Office Stationery & Supplies,6221602,2022-05-15,Supply and delivery of office stationery & supplies items,Ministry of Realize
4291,Consultancy Services,2317939,2024-11-30,Supply and delivery of consultancy services items,Ministry of Discuss
4292,Cleaning & Sanitary Services,6505883,2023-06-18,Supply and delivery of cleaning & sanitary services items,Ministry of So
4293,ICT Equipment & Software,23438234,2022-06-12,Supply and delivery of ict equipment & software items,Ministry of Society
4294,ICT Equipment & Software,12159943,2025-12-04,Supply and delivery of ict equipment & software items,Ministry of Draw
4295,Office Stationery & Supplies,6471332,2023-11-04,Supply and delivery of office stationery & supplies items,Ministry of Long
4296,Consultancy Services,267071,2020-12-07,Supply and delivery of consultancy services items,Ministry of Rule
4297,Construction & Civil Works,135479308,2025-05-15,Supply and delivery of construction & civil works items,Ministry of Cup
4298,Motor Vehicles & Spare Parts,7900757,2024-04-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Walk
4299,Office Stationery & Supplies,6729383,2024-10-04,Supply and delivery of office stationery & supplies items,Ministry of Mother
4300,Construction & Civil Works,487900903,2024-10-18,Supply and delivery of construction & civil works items,Ministry of Mission
4301,Medical Supplies & Pharmaceuticals,2907501,2020-11-12,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Away
4302,Consultancy Services,3864610,2024-03-02,Supply and delivery of consultancy services items,Ministry of Follow
4303,Medical Supplies & Pharmaceuticals,5012894,2021-06-13,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Into
4304,Office Stationery & Supplies,5633395,2021-10-25,Supply and delivery of office stationery & supplies items,Ministry of Determine
4305,Motor Vehicles & Spare Parts,6551406,2023-04-02,Supply and delivery of motor vehicles & spare parts items,Ministry of Big
4306,Cleaning & Sanitary Services,5348794,2025-09-15,Supply and delivery of cleaning & sanitary services items,Ministry of Cut
4307,Consultancy Services,9826508,2020-02-21,Supply and delivery of consultancy services items,Ministry of Allow
4308,Construction & Civil Works,189367451,2021-10-10,Supply and delivery of construction & civil works items,Ministry of Despite
4309,Construction & Civil Works,48219177,2021-02-10,Supply and delivery of construction & civil works items,Ministry of Stand
4310,Consultancy Services,7627467,2024-01-30,Supply and delivery of consultancy services items,Ministry of Audience
4311,Cleaning & Sanitary Services,2603821,2021-07-09,Supply and delivery of cleaning & sanitary services items,Ministry of By
4312,Cleaning & Sanitary Services,2291951,2022-07-13,Supply and delivery of cleaning & sanitary services items,Ministry of Help
4313,ICT Equipment & Software,7551398,2023-12-20,Supply and delivery of ict equipment & software items,Ministry of Action
4314,Motor Vehicles & Spare Parts,7528951,2024-03-08,Supply and delivery of motor vehicles & spare parts items,Ministry of First
4315,Construction & Civil Works,304877758,2022-01-21,Supply and delivery of construction & civil works items,Ministry of House
4316,Office Stationery & Supplies,705750,2021-04-01,Supply and delivery of office stationery & supplies items,Ministry of Later
4317,Consultancy Services,7471191,2023-09-18,Supply and delivery of consultancy services items,Ministry of Wide
4318,Motor Vehicles & Spare Parts,9584984,2022-11-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Possible
4319,ICT Equipment & Software,30479042,2023-07-23,Supply and delivery of ict equipment & software items,Ministry of Respond
4320,Construction & Civil Works,343340495,2022-12-12,Supply and delivery of construction & civil works items,Ministry of Almost
4321,Consultancy Services,5461878,2022-12-31,Supply and delivery of consultancy services items,Ministry of Have
4322,Consultancy Services,4722887,2020-03-09,Supply and delivery of consultancy services items,Ministry of School
4323,Construction & Civil Works,145383925,2022-11-03,Supply and delivery of construction & civil works items,Ministry of Subject
4324,Motor Vehicles & Spare Parts,8721837,2022-04-20,Supply and delivery of motor vehicles & spare parts items,Ministry of Nothing
4325,Office Stationery & Supplies,937876,2024-08-13,Supply and delivery of office stationery & supplies items,Ministry of Knowledge
4326,Cleaning & Sanitary Services,1188894,2024-02-17,Supply and delivery of cleaning & sanitary services items,Ministry of Pressure
4327,Office Stationery & Supplies,8612686,2025-04-13,Supply and delivery of office stationery & supplies items,Ministry of Reveal
4328,Office Stationery & Supplies,7935958,2022-12-10,Supply and delivery of office stationery & supplies items,Ministry of Agreement
4329,Construction & Civil Works,101848171,2022-04-12,Supply and delivery of construction & civil works items,Ministry of Method
4330,ICT Equipment & Software,38616111,2024-07-21,Supply and delivery of ict equipment & software items,Ministry of Before
4331,Medical Supplies & Pharmaceuticals,7076915,2022-11-06,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Of
4332,Consultancy Services,6825311,2020-07-20,Supply and delivery of consultancy services items,Ministry of Else
4333,Office Stationery & Supplies,7771388,2024-05-05,Supply and delivery of office stationery & supplies items,Ministry of Senior
4334,Cleaning & Sanitary Services,7207936,2023-10-15,Supply and delivery of cleaning & sanitary services items,Ministry of Between
4335,ICT Equipment & Software,13797966,2022-09-23,Supply and delivery of ict equipment & software items,Ministry of So
4336,Consultancy Services,7500236,2022-01-09,Supply and delivery of consultancy services items,Ministry of Pm
4337,Consultancy Services,4543131,2025-11-25,Supply and delivery of consultancy services items,Ministry of Already
4338,Construction & Civil Works,196184919,2021-12-08,Supply and delivery of construction & civil works items,Ministry of Old
4339,Motor Vehicles & Spare Parts,510275,2024-08-29,Supply and delivery of motor vehicles & spare parts items,Ministry of Top
4340,Consultancy Services,1929210,2022-09-15,Supply and delivery of consultancy services items,Ministry of Positive
4341,Medical Supplies & Pharmaceuticals,171524,2022-06-18,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Action
4342,Motor Vehicles & Spare Parts,9364612,2024-02-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Personal
4343,Construction & Civil Works,462770445,2025-03-05,Supply and delivery of construction & civil works items,Ministry of Statement
4344,ICT Equipment & Software,40628075,2020-03-02,Supply and delivery of ict equipment & software items,Ministry of Move
4345,Medical Supplies & Pharmaceuticals,7442451,2022-08-31,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Morning
4346,Consultancy Services,9659015,2021-02-01,Supply and delivery of consultancy services items,Ministry of Face
4347,Construction & Civil Works,407230695,2024-03-07,Supply and delivery of construction & civil works items,Ministry of Important
4348,Consultancy Services,4731004,2024-10-21,Supply and delivery of consultancy services items,Ministry of North
4349,Cleaning & Sanitary Services,9713466,2023-12-03,Supply and delivery of cleaning & sanitary services items,Ministry of Anything
4350,Construction & Civil Works,447353395,2021-07-08,Supply and delivery of construction & civil works items,Ministry of Buy
4351,ICT Equipment & Software,43075939,2024-03-09,Supply and delivery of ict equipment & software items,Ministry of Military
4352,Consultancy Services,9437222,2021-01-16,Supply and delivery of consultancy services items,Ministry of Live
4353,Construction & Civil Works,288918312,2021-10-04,Supply and delivery of construction & civil works items,Ministry of Commercial
4354,Office Stationery & Supplies,3237358,2020-03-28,Supply and delivery of office stationery & supplies items,Ministry of Plant
4355,Motor Vehicles & Spare Parts,5284975,2021-12-27,Supply and delivery of motor vehicles & spare parts items,Ministry of Break
4356,ICT Equipment & Software,38597141,2024-02-13,Supply and delivery of ict equipment & software items,Ministry of Third
4357,Consultancy Services,7884197,2020-06-17,Supply and delivery of consultancy services items,Ministry of Meet
4358,Consultancy Services,3480795,2022-12-01,Supply and delivery of consultancy services items,Ministry of Accept
4359,Cleaning & Sanitary Services,4631536,2022-04-28,Supply and delivery of cleaning & sanitary services items,Ministry of Size
4360,Consultancy Services,5523666,2024-11-02,Supply and delivery of consultancy services items,Ministry of Western
4361,ICT Equipment & Software,41200855,2021-01-21,Supply and delivery of ict equipment & software items,Ministry of However
4362,Motor Vehicles & Spare Parts,2378569,2020-04-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Cover
4363,Motor Vehicles & Spare Parts,443275,2021-05-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Tree
4364,Consultancy Services,6218225,2024-02-05,Supply and delivery of consultancy services items,Ministry of Through
4365,Office Stationery & Supplies,1325619,2022-12-16,Supply and delivery of office stationery & supplies items,Ministry of Sell
4366,Motor Vehicles & Spare Parts,3762667,2022-09-01,Supply and delivery of motor vehicles & spare parts items,Ministry of School
4367,Cleaning & Sanitary Services,3856150,2025-09-08,Supply and delivery of cleaning & sanitary services items,Ministry of Business
4368,Consultancy Services,5271748,2020-08-10,Supply and delivery of consultancy services items,Ministry of Chair
4369,Cleaning & Sanitary Services,9809593,2020-10-16,Supply and delivery of cleaning & sanitary services items,Ministry of Your
4370,ICT Equipment & Software,30046479,2023-08-19,Supply and delivery of ict equipment & software items,Ministry of Agent
4371,Construction & Civil Works,133399322,2022-08-17,Supply and delivery of construction & civil works items,Ministry of Hit
4372,Medical Supplies & Pharmaceuticals,4612276,2024-10-06,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Law
4373,Motor Vehicles & Spare Parts,3624756,2020-02-14,Supply and delivery of motor vehicles & spare parts items,Ministry of Network
4374,Construction & Civil Works,153414438,2025-05-20,Supply and delivery of construction & civil works items,Ministry of Home
4375,Motor Vehicles & Spare Parts,1628362,2023-10-22,Supply and delivery of motor vehicles & spare parts items,Ministry of Born
4376,Construction & Civil Works,335572068,2022-07-06,Supply and delivery of construction & civil works items,Ministry of Along
4377,Construction & Civil Works,121714025,2021-09-03,Supply and delivery of construction & civil works items,Ministry of Onto
4378,Motor Vehicles & Spare Parts,3801339,2024-03-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Audience
4379,Consultancy Services,981037,2020-05-22,Supply and delivery of consultancy services items,Ministry of Everyone
4380,Medical Supplies & Pharmaceuticals,8743155,2025-04-07,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Red
4381,ICT Equipment & Software,13879659,2022-02-22,Supply and delivery of ict equipment & software items,Ministry of Institution
4382,Construction & Civil Works,373732055,2023-01-16,Supply and delivery of construction & civil works items,Ministry of Either
4383,Medical Supplies & Pharmaceuticals,4750215,2025-06-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Type
4384,Motor Vehicles & Spare Parts,8323269,2020-10-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Agent
4385,Medical Supplies & Pharmaceuticals,7759150,2020-12-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Own
4386,Cleaning & Sanitary Services,8512054,2021-02-13,Supply and delivery of cleaning & sanitary services items,Ministry of Debate
4387,Medical Supplies & Pharmaceuticals,9706364,2022-09-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Office
4388,Medical Supplies & Pharmaceuticals,2725263,2022-03-28,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Everyone
4389,Motor Vehicles & Spare Parts,5222028,2022-11-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Strategy
4390,Office Stationery & Supplies,2863049,2023-12-08,Supply and delivery of office stationery & supplies items,Ministry of Pass
4391,Medical Supplies & Pharmaceuticals,2303087,2022-06-24,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Opportunity
4392,Motor Vehicles & Spare Parts,5052297,2020-03-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Degree
4393,Motor Vehicles & Spare Parts,476924,2020-11-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Cell
4394,Construction & Civil Works,200551540,2024-06-23,Supply and delivery of construction & civil works items,Ministry of Include
4395,Medical Supplies & Pharmaceuticals,2535016,2020-01-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of As
4396,Consultancy Services,1170648,2023-01-22,Supply and delivery of consultancy services items,Ministry of Actually
4397,Medical Supplies & Pharmaceuticals,3990026,2020-09-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Reduce
4398,Office Stationery & Supplies,4658708,2021-08-05,Supply and delivery of office stationery & supplies items,Ministry of Nice
4399,ICT Equipment & Software,15308323,2020-01-20,Supply and delivery of ict equipment & software items,Ministry of Up
4400,Consultancy Services,9040164,2024-11-12,Supply and delivery of consultancy services items,Ministry of Front
4401,Office Stationery & Supplies,4288136,2025-07-10,Supply and delivery of office stationery & supplies items,Ministry of Traditional
4402,Medical Supplies & Pharmaceuticals,4590741,2022-11-18,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Different
4403,Cleaning & Sanitary Services,7447075,2021-02-17,Supply and delivery of cleaning & sanitary services items,Ministry of May
4404,Motor Vehicles & Spare Parts,7349602,2022-11-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Difficult
4405,ICT Equipment & Software,32119220,2020-08-05,Supply and delivery of ict equipment & software items,Ministry of Important
4406,Cleaning & Sanitary Services,7959498,2023-04-26,Supply and delivery of cleaning & sanitary services items,Ministry of Product
4407,Consultancy Services,4158961,2023-04-01,Supply and delivery of consultancy services items,Ministry of Summer
4408,Medical Supplies & Pharmaceuticals,3346532,2020-06-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Region
4409,Construction & Civil Works,269325331,2020-10-05,Supply and delivery of construction & civil works items,Ministry of Mrs
4410,Medical Supplies & Pharmaceuticals,2000057,2020-11-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Soon
4411,ICT Equipment & Software,12509042,2020-05-28,Supply and delivery of ict equipment & software items,Ministry of Must
4412,Office Stationery & Supplies,9561064,2025-12-08,Supply and delivery of office stationery & supplies items,Ministry of Baby
4413,Medical Supplies & Pharmaceuticals,6860510,2023-05-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Employee
4414,Motor Vehicles & Spare Parts,4739848,2023-10-05,Supply and delivery of motor vehicles & spare parts items,Ministry of Job
4415,Construction & Civil Works,61166212,2025-01-13,Supply and delivery of construction & civil works items,Ministry of High
4416,Motor Vehicles & Spare Parts,4773794,2025-08-16,Supply and delivery of motor vehicles & spare parts items,Ministry of Their
4417,Office Stationery & Supplies,2253883,2021-07-29,Supply and delivery of office stationery & supplies items,Ministry of As
4418,Office Stationery & Supplies,2446243,2024-07-06,Supply and delivery of office stationery & supplies items,Ministry of And
4419,Motor Vehicles & Spare Parts,8826458,2025-03-22,Supply and delivery of motor vehicles & spare parts items,Ministry of Statement
4420,Consultancy Services,7555050,2022-05-14,Supply and delivery of consultancy services items,Ministry of Data
4421,Consultancy Services,588968,2024-01-11,Supply and delivery of consultancy services items,Ministry of Word
4422,Construction & Civil Works,93135029,2022-03-29,Supply and delivery of construction & civil works items,Ministry of Listen
4423,Construction & Civil Works,135494850,2023-08-21,Supply and delivery of construction & civil works items,Ministry of Trial
4424,Motor Vehicles & Spare Parts,1793465,2021-05-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Whatever
4425,Consultancy Services,8076726,2020-10-05,Supply and delivery of consultancy services items,Ministry of Possible
4426,Cleaning & Sanitary Services,2207719,2025-09-11,Supply and delivery of cleaning & sanitary services items,Ministry of Mr
4427,Medical Supplies & Pharmaceuticals,7702495,2025-05-01,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Race
4428,Cleaning & Sanitary Services,6090266,2025-03-25,Supply and delivery of cleaning & sanitary services items,Ministry of Prove
4429,Construction & Civil Works,490495479,2020-12-10,Supply and delivery of construction & civil works items,Ministry of Place
4430,Construction & Civil Works,133057673,2023-02-16,Supply and delivery of construction & civil works items,Ministry of Modern
4431,Medical Supplies & Pharmaceuticals,799438,2024-08-20,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Lead
4432,Motor Vehicles & Spare Parts,3791316,2023-08-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Key
4433,Consultancy Services,4292896,2020-05-25,Supply and delivery of consultancy services items,Ministry of Become
4434,ICT Equipment & Software,17076973,2024-03-23,Supply and delivery of ict equipment & software items,Ministry of Standard
4435,Cleaning & Sanitary Services,5668139,2020-11-14,Supply and delivery of cleaning & sanitary services items,Ministry of Put
4436,ICT Equipment & Software,17496378,2020-03-28,Supply and delivery of ict equipment & software items,Ministry of Fall
4437,Consultancy Services,4153492,2022-05-11,Supply and delivery of consultancy services items,Ministry of Majority
4438,Consultancy Services,3413723,2023-11-25,Supply and delivery of consultancy services items,Ministry of Whose
4439,Office Stationery & Supplies,1501051,2022-01-18,Supply and delivery of office stationery & supplies items,Ministry of Think
4440,Construction & Civil Works,482031170,2023-03-18,Supply and delivery of construction & civil works items,Ministry of General
4441,Office Stationery & Supplies,3838163,2025-07-07,Supply and delivery of office stationery & supplies items,Ministry of Top
4442,Medical Supplies & Pharmaceuticals,7449336,2025-09-09,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Much
4443,Medical Supplies & Pharmaceuticals,7822905,2022-12-04,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Sometimes
4444,Motor Vehicles & Spare Parts,3562087,2025-03-23,Supply and delivery of motor vehicles & spare parts items,Ministry of Rise
4445,Office Stationery & Supplies,7845769,2023-07-15,Supply and delivery of office stationery & supplies items,Ministry of Opportunity
4446,Cleaning & Sanitary Services,386172,2025-07-16,Supply and delivery of cleaning & sanitary services items,Ministry of Point
4447,Construction & Civil Works,187741669,2023-08-06,Supply and delivery of construction & civil works items,Ministry of Stock
4448,Consultancy Services,661133,2023-06-11,Supply and delivery of consultancy services items,Ministry of Manager
4449,Office Stationery & Supplies,1749258,2022-01-08,Supply and delivery of office stationery & supplies items,Ministry of Role
4450,Office Stationery & Supplies,7520754,2022-12-08,Supply and delivery of office stationery & supplies items,Ministry of Guess
4451,ICT Equipment & Software,21437178,2023-03-13,Supply and delivery of ict equipment & software items,Ministry of Practice
4452,Motor Vehicles & Spare Parts,1765418,2023-10-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Enter
4453,Motor Vehicles & Spare Parts,795519,2023-10-10,Supply and delivery of motor vehicles & spare parts items,Ministry of World
4454,Consultancy Services,4549720,2021-08-17,Supply and delivery of consultancy services items,Ministry of Fight
4455,Construction & Civil Works,323464097,2023-07-26,Supply and delivery of construction & civil works items,Ministry of Drive
4456,Consultancy Services,6221263,2021-11-16,Supply and delivery of consultancy services items,Ministry of Western
4457,Motor Vehicles & Spare Parts,6496153,2021-12-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Education
4458,Medical Supplies & Pharmaceuticals,7148586,2023-05-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Happen
4459,Medical Supplies & Pharmaceuticals,5321995,2025-10-31,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Dark
4460,Medical Supplies & Pharmaceuticals,7946989,2024-12-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of National
4461,ICT Equipment & Software,14526520,2024-01-21,Supply and delivery of ict equipment & software items,Ministry of Family
4462,Consultancy Services,8746079,2021-08-01,Supply and delivery of consultancy services items,Ministry of Language
4463,Medical Supplies & Pharmaceuticals,1863190,2024-01-07,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Cup
4464,ICT Equipment & Software,1355817,2024-08-10,Supply and delivery of ict equipment & software items,Ministry of Voice
4465,Consultancy Services,3350881,2024-09-20,Supply and delivery of consultancy services items,Ministry of Suffer
4466,Office Stationery & Supplies,4928626,2024-08-13,Supply and delivery of office stationery & supplies items,Ministry of Find
4467,Cleaning & Sanitary Services,1757106,2021-02-20,Supply and delivery of cleaning & sanitary services items,Ministry of Rich
4468,Office Stationery & Supplies,1722964,2022-03-03,Supply and delivery of office stationery & supplies items,Ministry of Occur
4469,Medical Supplies & Pharmaceuticals,6254482,2023-04-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Democratic
4470,Cleaning & Sanitary Services,1161385,2024-10-14,Supply and delivery of cleaning & sanitary services items,Ministry of Party
4471,Office Stationery & Supplies,7403950,2023-02-13,Supply and delivery of office stationery & supplies items,Ministry of Buy
4472,Motor Vehicles & Spare Parts,9648310,2024-05-06,Supply and delivery of motor vehicles & spare parts items,Ministry of Under
4473,ICT Equipment & Software,5263090,2021-09-30,Supply and delivery of ict equipment & software items,Ministry of Employee
4474,Medical Supplies & Pharmaceuticals,3196750,2021-03-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Strategy
4475,Medical Supplies & Pharmaceuticals,6454054,2023-10-19,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Green
4476,Motor Vehicles & Spare Parts,5617263,2021-02-05,Supply and delivery of motor vehicles & spare parts items,Ministry of Raise
4477,Motor Vehicles & Spare Parts,918706,2024-11-08,Supply and delivery of motor vehicles & spare parts items,Ministry of House
4478,Medical Supplies & Pharmaceuticals,1834802,2021-06-22,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Member
4479,Consultancy Services,8937718,2024-04-20,Supply and delivery of consultancy services items,Ministry of Work
4480,Medical Supplies & Pharmaceuticals,1874474,2023-05-29,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Note
4481,Motor Vehicles & Spare Parts,653360,2022-01-18,Supply and delivery of motor vehicles & spare parts items,Ministry of Environmental
4482,Cleaning & Sanitary Services,484533,2023-08-20,Supply and delivery of cleaning & sanitary services items,Ministry of Entire
4483,Cleaning & Sanitary Services,3702294,2020-09-29,Supply and delivery of cleaning & sanitary services items,Ministry of However
4484,Consultancy Services,3250374,2024-11-16,Supply and delivery of consultancy services items,Ministry of Increase
4485,ICT Equipment & Software,35433088,2020-01-08,Supply and delivery of ict equipment & software items,Ministry of Current
4486,Medical Supplies & Pharmaceuticals,4578633,2024-11-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Environmental
4487,Construction & Civil Works,64296651,2025-07-25,Supply and delivery of construction & civil works items,Ministry of Look
4488,ICT Equipment & Software,14726505,2025-08-10,Supply and delivery of ict equipment & software items,Ministry of Oil
4489,Cleaning & Sanitary Services,1348720,2023-07-02,Supply and delivery of cleaning & sanitary services items,Ministry of Factor
4490,ICT Equipment & Software,42356578,2023-01-24,Supply and delivery of ict equipment & software items,Ministry of Kitchen
4491,Motor Vehicles & Spare Parts,7044075,2021-03-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Approach
